review_identity,review_deletion,pub_identity,visit,star,atmosphere,cleanliness,clientele,decor,entertainment,food,friendliness,opening,price,selection,rating,reviewer,pet,tv,garden,music,late,meals,toilets,cheap,games,quiz,pool,lively
c44e9e14-ff8b-4a5c-b633-d4e040aa8362,False,2615935b-9f1d-4181-bfd7-cc492b5e16f1,test date,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,False,False,False,False,False,False,False,False,False,False,False,False
21bf8d65-522f-4309-a018-ac4321ea303a,False,496c556c-124e-45ed-a9a6-5630502257b2,"April 03, 2023",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,False,False,False,False,False,False,False,False,False,False,False,False
f3aea85b-1bd9-46d1-80a5-40afd9015996,False,1be322d1-88b8-45b8-9605-9ab95c5aecc5,"April 03, 2023",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,False,False,False,False,False,False,False,False,False,False,False,False
feb58162-e0fc-42f6-8152-2b76934cafee,False,fd3429c1-e6df-4d09-a9f1-3fa297a0e8ca,"April 03, 2023",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,False,False,False,False,False,False,False,False,False,False,False,False
259949ed-f608-42d5-908f-b2f4b1d5e723,False,e4f53ff0-5c81-4497-ac4e-15fcba0f1fa5,"April 04, 2023",price,7.0,4.0,7.0,8.0,0.0,5.0,6.0,7.0,9.0,5.0,andy,0.0,False,False,False,False,False,False,False,False,False,False,False,False
c67d245e-015e-4579-921f-6f5d5bc48b2b,False,866ef4d9-669f-4bab-ade2-1af9da1a0065,30/05/2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,True,False,False,False,False,False,False
7dd90ff2-4e5e-4eeb-8682-11ce9d7c78e9,False,cf5c45aa-aaf6-4ac0-ba85-8cdb27e4d276,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,True,False,False,False,True,False,False,False,False,False,True
e651b353-c985-4b65-beb8-813403c1d03e,False,1b258b22-a853-4d64-947e-5ef4ade978be,2023-05-21,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,False,True,False,True,False,False,False,True,False,True
27d14c5f-18ea-4404-8e0e-56341b67664f,False,5cf4aec7-51e4-4bc0-acc2-b8042ab0363e,2023-05-21,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,False,False,False,False,False,False,False,False,False,False
8c36b097-b59e-4516-8ba1-2a225c2855b6,False,02d0238e-4c9e-4b8b-a3d7-75932572cd2b,30/05/2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,True,False,False,False,False,True,False,False,False,False,False,False
65e3d3c0-e584-4fa5-a28b-11625ad24b82,False,540826ee-31c9-4644-bbbd-b3ef0d47b08b,30/05/2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,True,True,True,False,False,True,True,False,False,False,False,True
4d31f1af-b3e4-4cc2-ba6b-155f468e50fd,False,4b35c570-5afd-4f2d-a3f4-5d994a7e76e4,2023-05-22,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,True,False,False,False,False,False,False,False,False,False,True
e5a00109-76be-4541-a158-0bb9668210f5,False,f39db520-b94f-49a5-8c56-e1afad69483d,30/05/2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,True,False,False,False,True,False,False,False,False,False,False
4927c6a4-d267-4770-b6a4-d9991e319211,False,f3ad7f79-4a69-4305-a451-f04c8a7ccbba,2023-05-30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,True,True,False,False,True,False,False,False,False,False,False
8e0b23f6-6b0f-44b4-bfb5-62e51c689079,False,78f9cd94-a473-45a3-a16e-7a0f2db55f7d,30/05/2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,True,True,True,True,True,True,False,True,True,False,True,False
1e3c18aa-f107-4491-a7c0-0c027f7b4e5b,False,ad894eea-db0f-4d5c-a821-c8066d525352,2023-05-30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,True,False,True,False,False,True,False,False,False,True,False,False
e757332b-087e-492d-9c67-2464e38215a1,False,b2325cdd-c432-4b18-9acf-c539e97a5b7f,2023-05-30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,True,False,False,False,True,False,False,False,False,False,False
0b761c0e-8521-41e4-be5a-9ca10f1050a0,False,e79d06dd-6f1c-4162-9acd-b29f666bf4e7,2023-05-30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,False,False,False,True,False,False,False,False,False,False
e28f619e-f1db-4322-9031-149b87b6d62c,False,42d5431d-d6f1-435a-8d51-6a419cbc9516,2023-05-30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,True,True,False,False,True,False,False,False,False,False,False
b8ecd900-58b2-4990-917e-001ee286476a,False,350d77be-b4c5-4984-ab2f-6d2de41415e0,30/05/2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,True,True,True,False,False,True,False,False,False,True,False,False
8fb07e3f-8030-4909-93df-6b36d75468e0,False,3c88a054-9473-4368-b392-af38c73e9797,02/06/2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,True,True,True,True,True,False,False,False,True,False,False
eb3a20ee-e620-47a0-896a-ee0f64c2c9b6,False,55f393ed-9aa5-4bb1-96b1-1b940022e694,2023-05-30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,True,True,False,False,True,False,False,False,False,False,False
bbb0d6f5-eb7e-4a55-9e97-36936216871b,False,5e058b73-66f3-4f57-9baf-87ec2eda01da,2023-05-30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,True,True,False,False,False,True,False,False,False,True,False,False
08ae6c25-4957-41cd-b77e-31cacd2dd329,False,4b0f5199-a980-4d1b-b0df-15fd21df824c,2023-05-30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,True,False,False,True,False,False,False,False,False,False
1c779e60-92f5-4cf9-aad4-51e72db92c85,False,b27cf358-fcae-422f-8e0c-012bdd4e3d2c,2023-05-30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,True,False,True,False,False,True,False,False,False,False,False,False
7588973b-113f-48bd-810b-e08ccf816d22,False,b6eaa368-3cd0-4d61-b58a-94687b0161e6,2023-05-30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,True,False,False,True,False,False,False,False,False,False
1a147774-639b-458b-8aaa-093c3a22b250,False,151d3217-4404-46d9-a61d-15524b6fe9fd,30/05/2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,False,True,True,False,False,False,False,False,False,False
acea8420-207e-42ef-885f-835978cfedc9,False,e1b8a550-763a-48be-bffc-1572f55cb618,2023-05-30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,False,False,False,True,False,False,False,False,False,False
b93b8538-19b9-4336-90ab-6cf8011ddd2f,False,9a11791d-2841-491b-b52e-e465f25d8a1e,2023-05-30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,False,False,False,True,False,False,False,False,False,False
c1539dc6-b4b9-49e7-bf39-29628745a8f9,False,a87d1063-5e93-4f22-967e-9c799607767b,2023-05-30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,False,False,False,True,False,False,False,False,False,False
8055ee15-be36-4da1-bb53-24ee86484f35,False,e05e4f12-07df-48e9-a02b-7bff82ad964d,2023-05-30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,False,False,False,True,False,False,False,False,False,False
a67e2acb-c4b2-4f91-a945-776035d8f5cb,False,cb8b3078-6cff-48dc-a629-5b562730874c,2023-05-31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,False,True,True,True,False,False,False,False,False,True
d03ec1db-b6db-4289-9b0c-da84d983e55b,False,0d0566ca-beb3-41be-8a22-5415fcf79d43,2023-05-31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,True,False,True,False,True,True,False,False,False,False,False,False
dfae8191-b3ea-4c8b-9aec-99d6f85b0737,False,6c9ba773-1f77-4b83-a2fa-37c02593cf7a,2023-05-31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,True,False,True,True,False,True,False,False,False,False
e625ae12-7781-4884-92c4-5c1278a1e3f5,False,3f668bb7-e8da-49eb-b5f9-3f90fd37c37d,2023-05-31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,True,False,True,False,False,True,False,False,False,False,False,False
3a675d65-4dc0-458a-96f7-af8ce6db7af5,False,9922ebbb-b740-4db1-8d96-fd7a79eee7f8,2023-05-31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,True,True,False,True,False,True,False,False,False,True,False,False
25c66b68-cfad-4c23-9877-64a4803ab293,False,b790e0b6-004c-4bfc-aebb-914d397ec152,2023-05-31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,True,True,False,True,False,False,False,True,False,False
e3b1ca9b-a864-49ad-b828-c4642847cc65,False,2ecaa7d1-f3e6-4ae6-8883-d924136dcb3d,2023-05-31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,True,True,True,False,False,True,False,False,False,True,False,False
f357c22e-314a-4a3c-826a-d869dbfd9786,False,8d85eb7d-2d41-4752-bbd1-85220ec9ea72,2023-05-31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,False,False,False,True,False,False,False,True,False,False
9ed5bb3f-1011-4482-87a8-b2d2b87d1ea4,False,f58f32e4-8be0-40d2-bfd8-6d42721b0f3c,2023-05-31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,True,True,True,True,False,True,False,False,False,False,False,False
8d08e3e3-7098-4141-8d1f-507d2d045237,False,2f9dbf26-90b6-4038-ace2-2157654824b3,2023-05-31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,True,True,False,True,False,False,False,True,False,False
03c57b4a-9948-4c4e-8e51-78ab7b747149,False,8ed775df-3b78-4f88-850f-ba9e25d82ee8,2023-05-31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,True,False,True,False,False,True,False,False,False,False,False,False
d2ccb2ab-c170-4808-87ef-9dd53618d5e7,False,9495bd1e-b7aa-4f8e-bf1a-c48eb02c0ec6,2023-05-31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,True,False,False,True,True,False,False,False,False,False,False
83368ca3-2eda-4b0f-9e99-6aac7cd643a1,False,3caa5c02-ee38-4a1d-9c2b-39bfcae80981,2023-05-31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,True,False,False,True,False,False,False,False,False,False
5b5e068a-2053-45b6-9bd0-71e90a9b5342,False,2855e2bc-9671-4348-9a03-206ed3626791,2023-05-31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,True,False,False,True,False,False,False,True,True,False
