review_identity,review_deletion,pub_identity,visit,star,atmosphere,cleanliness,clientele,decor,entertainment,food,friendliness,opening,price,selection,rating,reviewer,pet,tv,garden,music,late,meals,toilets,cheap,games,quiz,pool,lively
586bc168-fa76-4093-b045-7db8afbef88a,False,712563fe-a173-4e5f-ac01-7da8c79e2e73,test date,food,7.0,7.0,7.0,6.0,0.0,8.0,3.0,5.0,3.0,4.0,both,0.0,False,False,False,False,False,False,False,False,False,False,False,False
510a4ce4-c274-49bd-886f-865f253db060,False,6c3d8d8e-0d88-4610-849f-f8e54d9ca908,2023-02-16,decor,7.0,4.0,7.0,9.0,6.0,6.0,8.0,5.0,5.0,6.0,BOTH,0.0,False,False,False,False,False,False,False,False,False,False,False,False
0cd0ec3d-bde4-44a4-9956-6d1b9d6d20ca,False,d7ce77a7-de01-4e3d-ab87-6ebfc1b5f6f2,test date,friendliness,7.0,5.0,8.0,6.0,2.0,2.0,9.0,5.0,5.0,4.0,both,0.0,False,False,False,False,False,False,False,False,False,False,False,False
9e062add-a4c8-4aa2-afd0-9091ee1d6bdd,False,a9001d88-fd2e-4240-a95a-c98322365eb0,2023-02-16,food,8.0,5.0,9.0,7.0,2.0,9.0,8.0,6.0,5.0,9.0,BOTH,0.0,False,False,False,False,False,False,False,False,False,False,False,False
a0109ed7-ce3e-4aa9-855c-f8bbe27360a2,False,9f2df78c-a1c4-4070-88da-8ba2d8bbe87d,17/05/2023,price,7.0,5.0,5.0,7.0,2.0,5.0,8.0,6.0,9.0,7.0,both,0.0,False,False,False,False,False,True,False,False,False,False,False,True
f3d4192b-6ed2-4e2c-9db4-f04faf9e46ea,False,8905f38f-5abe-4ff7-9b22-72ab50645c21,test date,friendliness,7.0,6.0,7.0,6.0,2.0,7.0,8.0,5.0,7.0,5.0,both,0.0,False,False,False,False,False,False,False,False,False,False,False,False
21afb3d4-1d3b-4bd3-90ed-21ac95bf2f81,False,85734c01-6261-4784-b024-637b12b8d4f4,29/05/2023,decor,6.0,6.0,6.0,7.0,6.0,5.0,6.0,5.0,5.0,6.0,both,0.0,False,False,False,False,False,False,False,False,False,False,False,False
9d0f7c5c-9d16-423e-9888-6cc78381e898,False,e96d9cfd-fb5e-4f5f-b722-bf6cd1ad3aad,test date,selection,6.0,5.0,6.0,6.0,2.0,5.0,6.0,5.0,5.0,8.0,both,0.0,False,False,False,False,False,False,False,False,False,False,False,False
f8d06143-d50e-4c2d-b231-b6c0233658ea,False,7f3d8913-5a6d-40a4-a3e4-cd6eb0b0b8bf,test date,atmosphere,9.0,5.0,7.0,8.0,0.0,5.0,8.0,5.0,4.0,7.0,both,0.0,False,False,False,False,False,False,False,False,False,False,False,False
73a32858-85fd-47ab-b7df-c350f6d2ed70,False,cf5bc9ca-01c3-43e1-8b44-89b0cd5eac28,test date,food,8.0,8.0,7.0,7.0,0.0,9.0,7.0,6.0,2.0,4.0,both,0.0,False,False,False,False,False,False,False,False,False,False,False,False
c2fe8297-6be5-49b1-b6c8-cf132390cb70,False,3e38be80-48d3-4177-a80d-7b670494e234,test date,decor,7.0,8.0,9.0,10.0,2.0,0.0,6.0,6.0,2.0,4.0,both,0.0,False,False,False,False,False,False,False,False,False,False,False,False
2e72dba8-34d9-403e-a1c3-e6de20da8dc0,False,0027d4bf-8c57-473e-aa7e-33a3b1b1d95b,test date,price,8.0,3.0,2.0,2.0,0.0,3.0,6.0,5.0,8.0,7.0,both,0.0,False,False,False,False,False,False,False,False,False,False,False,False
d7c7178c-b66b-458d-91cc-8690fdb52cae,False,7ed9d8f5-8c66-4cc4-a083-705f2322d4ff,"Sat, 25 Feb 2023 00:00:00 GMT",selection,7.0,5.0,2.0,7.0,2.0,5.0,6.0,4.0,2.0,9.0,BOTH,0.0,False,False,False,False,False,False,False,False,False,False,False,False
9d6d8da3-c230-4eeb-b6d8-5f91553af467,False,ed83e610-bf91-434a-9679-b88b61402c22,"Sat, 25 Feb 2023 00:00:00 GMT",friendliness,8.0,3.0,8.0,8.0,2.0,8.0,9.0,3.0,5.0,3.0,BOTH,0.0,False,False,False,False,False,False,False,False,False,False,False,False
416b2b9b-fa75-4926-a195-cd8a59676c85,False,3b022027-061c-4f8b-8d59-c81ecf41e4b2,"Sat, 25 Feb 2023 00:00:00 GMT",,7.0,5.0,3.0,5.0,0.0,8.0,5.0,5.0,8.0,3.0,BOTH,0.0,False,False,False,False,False,False,False,False,False,False,False,False
1bf791ff-74ad-4a8a-868f-2c99e8413952,False,220a734a-c9de-4e2b-8358-f2a15000a138,"Sat, 25 Feb 2023 00:00:00 GMT","decor, atmosphere ",10.0,8.0,8.0,10.0,0.0,6.0,6.0,7.0,5.0,8.0,BOTH,0.0,False,False,False,False,False,False,False,False,False,False,False,False
9cf4a412-da94-48ec-b6f2-288bc0640422,False,8c8cb344-915a-458d-8931-f674e014c890,"Sat, 25 Feb 2023 00:00:00 GMT",friendliness,8.0,5.0,7.0,6.0,2.0,7.0,9.0,7.0,7.0,8.0,BOTH,0.0,False,False,False,False,False,False,False,False,False,False,False,False
cc04425c-c1b5-4617-8fa2-0d27187baece,False,5d30094e-5fcc-4144-bed7-9aee72419468,test date,price,3.0,4.0,3.0,3.0,2.0,4.0,4.0,7.0,7.0,4.0,andy,0.0,False,False,False,False,False,False,False,False,False,False,False,False
2a8f5f9f-e898-46a9-9afa-7e005297c8a1,False,b677a674-7b32-454b-9c52-cfb01f5f038e,test date,opening,3.0,5.0,5.0,6.0,1.0,8.0,5.0,10.0,5.0,8.0,andy,0.0,False,False,False,False,False,False,False,False,False,False,False,False
843c4104-06da-46fb-95f9-afadcc31e47d,False,5e7a2cf0-e9bc-4fc8-818b-763244375ebf,test date,entertainment,8.0,7.0,7.0,9.0,10.0,10.0,7.0,7.0,4.0,8.0,undefinedan,0.0,False,False,False,False,False,False,False,True,True,False,False,False
a5fa0050-10f1-4bdf-bc09-4ed243ebcd1b,False,168c5191-a91d-4774-af72-c0b60222cd5c,test date,entertainment,7.0,3.0,4.0,3.0,8.0,5.0,4.0,5.0,7.0,7.0,andy,0.0,False,False,False,False,False,False,False,False,False,False,False,False
2a0b9403-c043-4bd7-b1d6-5365e311bd46,False,94d24fde-0b24-4bec-a05d-3c8ca530db55,test date,entertainment,8.0,2.0,5.0,4.0,10.0,5.0,7.0,5.0,5.0,6.0,andy,0.0,False,False,False,False,False,False,False,False,False,False,False,False
f9442fbc-e259-45c0-ae3f-0da6d556b971,False,5b752b18-6d5f-404d-a831-cea145c34dae,30/05/2023,atmosphere,8.0,4.0,7.0,6.0,5.0,5.0,7.0,7.0,6.0,4.0,andy,0.0,True,True,True,False,False,True,False,True,False,False,False,True
d6bc5f99-2c78-4082-9638-c4a960f8345d,False,b9f3cbd8-2466-4652-9158-0d8a432bc1e7,"Tue, 28 Feb 2023 00:00:00 GMT",decor,9.0,9.0,4.0,10.0,3.0,8.0,3.0,7.0,2.0,8.0,ANDY,0.0,False,False,False,False,False,False,False,False,False,False,False,False
1bc402b4-1f97-495f-911c-ec67ce72b1da,False,979b46f5-07a3-4f18-83de-ac5b365a8f1c,test date,selection,8.0,5.0,4.0,7.0,0.0,5.0,4.0,7.0,4.0,9.0,andy,0.0,False,False,False,False,False,False,False,False,False,False,False,False
4e904b90-804a-4c38-bd57-0587a1e50f28,False,a2de7aa4-dd99-4bd7-8ea6-22380d6e7ee1,,decor,8.0,8.0,8.0,10.0,1.0,8.0,4.0,7.0,3.0,9.0,ANDY,0.0,False,False,False,False,False,False,False,False,False,False,False,False
f58ac6ba-f5ff-4496-84fc-720c42648bde,False,188ac738-7e4e-4433-ba8b-2e97b241bc1c,test date,price,8.0,4.0,8.0,4.0,0.0,8.0,7.0,6.0,8.0,7.0,andy,0.0,False,False,False,False,False,False,False,False,False,False,False,False
991bd604-0631-47cf-b694-45099212a406,False,fd1f6053-8868-419a-a445-fd24a21e8b99,test date,decor,8.0,2.0,6.0,9.0,2.0,7.0,8.0,5.0,3.0,7.0,andy,0.0,False,False,False,False,False,False,False,False,False,False,False,False
a4db7e64-777d-4cc1-a277-680bc51905e1,False,02587b03-dfd1-4ac7-a987-762c49d7648d,30/05/2023,selection,3,2,3,3,8,5,4,3,9,7,andy,0.0,False,False,True,True,False,True,False,True,False,False,False,False
81ceb39b-e294-4fb0-a439-eda2fedb7788,False,e550bd4d-7593-458b-b7b7-a36bfa2dfd62,"Tue, 28 Feb 2023 00:00:00 GMT",entertainment,8.0,4.0,7.0,7.0,8.0,7.0,5.0,5.0,3.0,8.0,ANDY,0.0,False,False,False,False,False,False,False,False,False,False,False,False
36317b41-aa5c-4fad-864b-23aba7489199,False,f787a138-53cb-45ca-a7f8-20564708f07b,test date,food,3.0,9.0,6.0,4.0,0.0,8.0,6.0,2.0,3.0,5.0,andy,0.0,False,False,False,False,False,False,False,False,False,False,False,False
ab8ea498-4ac5-44fb-8fd5-2eca3dce0efa,False,c9a4f721-53ae-4482-916c-abc4e1ba52b1,"Tue, 28 Feb 2023 00:00:00 GMT",food,7.0,6.0,8.0,7.0,2.0,9.0,8.0,5.0,7.0,7.0,ANDY,0.0,False,False,False,False,False,False,False,False,False,False,False,False
f265f887-8e50-4455-9e34-6bee5592823d,False,6bb18e6f-42e5-4f54-b98a-75302168364c,test date,selection,8.0,4.0,6.0,4.0,2.0,5.0,5.0,5.0,4.0,9.0,andy,0.0,False,False,False,False,False,False,False,False,False,False,False,False
bb9eab9d-3941-4ac0-abde-5c4c0c15a4a6,False,034c5579-5369-44a3-8fc9-ffbeb832a84b,"Thu, 02 Mar 2023 00:00:00 GMT",atmosphere,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,ANDY,0.0,False,False,False,False,False,False,False,False,False,False,False,False
1516f425-7fa0-4e38-bb51-2ced9cb160d5,False,52c555f4-007f-4dd1-9d75-a0dfc38425ad,"Fri, 03 Mar 2023 00:00:00 GMT",entertainment,8.0,8.0,7.0,8.0,10.0,8.0,8.0,7.0,5.0,5.0,Avni,0.0,False,False,False,False,False,False,False,False,False,False,False,False
a8bce1be-ffb0-4b84-973a-a8c41853e595,False,dc3dc762-de64-421e-bc0b-e861e3766ae2,17/05/2023,food,8.0,9.0,8.0,9.0,2.0,9.0,8.0,7.0,2.0,9.0,ANDY,0.0,False,False,False,False,False,True,True,False,False,False,False,False
c7223326-661e-49ed-a0b2-da5bd4758508,False,c7223326-661e-49ed-a0b2-da5bd4758508,test date,decor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,andy,0.0,False,False,False,False,False,False,False,False,False,False,False,False
cf2f4001-5aa9-4923-80c1-46b7e9eb1736,False,cf2f4001-5aa9-4923-80c1-46b7e9eb1736,"March 09, 2023",,,,,,,,,,,,,0.0,False,False,False,False,False,False,False,False,False,False,False,False
fc50544d-d56e-4358-92a2-38a33aae5071,False,fc50544d-d56e-4358-92a2-38a33aae5071,"March 10, 2023",food,7.0,7.0,7.0,7.0,0.0,8.0,8.0,4.0,7.0,6.0,,0.0,False,False,False,False,False,False,False,False,False,False,False,False
610d6a7a-b922-4a4a-9302-6cdd869ce4f5,False,610d6a7a-b922-4a4a-9302-6cdd869ce4f5,test date,entertainment,7.0,2.0,6.0,3.0,9.0,5.0,5.0,7.0,3.0,5.0,,0.0,False,False,False,False,False,False,False,False,False,False,False,False
9ad4bece-d79b-44b3-9c2d-d57747e6c960,False,9ad4bece-d79b-44b3-9c2d-d57747e6c960,test date,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,False,False,False,False,False,False,False,False,False,False,False,False
d5cd1760-b22e-49e8-832e-6eb5cab180f3,False,d5cd1760-b22e-49e8-832e-6eb5cab180f3,test date,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,False,False,False,False,False,False,False,False,False,False,False,False
ad2bbf86-9982-4180-a815-6e0b075eba1c,False,ad2bbf86-9982-4180-a815-6e0b075eba1c,test date,friendliness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,andy,0.0,False,False,False,False,False,False,False,False,False,False,False,False
e7e819fb-a913-467e-94d3-1ca2f6473a6e,False,e7e819fb-a913-467e-94d3-1ca2f6473a6e,test date,entertainment,7.0,3.0,3.0,2.0,8.0,5.0,6.0,4.0,5.0,6.0,andy,0.0,False,False,False,False,False,False,False,False,False,False,False,False
32a17618-9e23-450c-b921-a6bab0dfdd6f,False,32a17618-9e23-450c-b921-a6bab0dfdd6f,30/05/2023,food,2.0,3.0,2.0,3.0,0.0,6.0,2.0,5.0,4.0,5.0,,0.0,False,False,False,True,False,True,True,False,False,False,False,False
d0511359-f648-4edc-baec-f2e5f751bb5c,False,d0511359-f648-4edc-baec-f2e5f751bb5c,test date,atmosphere,9.0,6.0,6.0,7.0,0.0,5.0,7.0,5.0,1.0,8.0,,0.0,False,False,False,False,False,False,False,False,False,False,False,False
bbf5d575-eb9c-4b6c-b6ba-b0d325f452cc,False,bbf5d575-eb9c-4b6c-b6ba-b0d325f452cc,test date,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,False,False,False,False,False,False,False,False,False,False,False,False
d066f8fb-821a-44d3-813c-21a1f8b48db2,False,d066f8fb-821a-44d3-813c-21a1f8b48db2,test date,,8.0,2.0,7.0,7.0,1.0,6.0,7.0,7.0,7.0,7.0,,0.0,False,False,False,False,False,False,False,False,False,False,False,False
fcd12e42-3d31-4ea7-81f9-87beeb15a366,False,fcd12e42-3d31-4ea7-81f9-87beeb15a366,test date,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,False,False,False,False,False,False,False,False,False,False,False,False
ab307597-3cc6-4697-a160-1f8d0097e085,False,ab307597-3cc6-4697-a160-1f8d0097e085,test date,atmosphere,8.0,8.0,5.0,7.0,1.0,5.0,3.0,0.0,7.0,6.0,andy,0.0,False,False,False,False,False,False,False,False,False,False,False,False
0c00dbd3-a6fd-4c6b-8006-2d98c0d8b175,False,0c00dbd3-a6fd-4c6b-8006-2d98c0d8b175,30/05/2023,friendliness,8.0,7.0,7.0,7.0,0.0,7.0,9.0,9.0,6.0,5.0,andy,0.0,False,False,True,False,False,True,False,False,False,False,False,False
3c0e13d2-57f5-4e20-85da-8c49873b9224,False,3c0e13d2-57f5-4e20-85da-8c49873b9224,test date,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,False,False,False,False,False,False,False,False,False,False,False,False
e7c2cc87-e065-41e0-b34e-5607b0d6cb68,False,e7c2cc87-e065-41e0-b34e-5607b0d6cb68,test date,food,8.0,8.0,8.0,8.0,0.0,10.0,8.0,5.0,3.0,3.0,,0.0,False,False,False,False,False,False,False,False,False,False,False,False
54ed8eb6-770a-4ed4-b269-a7c770447aed,False,54ed8eb6-770a-4ed4-b269-a7c770447aed,30/05/2023,selection,2.0,3.0,1.0,8.0,2.0,5.0,6.0,5.0,4.0,9.0,,0.0,False,False,True,False,False,False,False,False,False,False,False,False
9a3d88cf-4910-4f24-921c-c20fe0febd29,,1e2588e4-74eb-49b7-9c44-e9716b26c64d,,,,,,,,,,,,,,0.0,False,False,False,False,False,False,False,False,False,False,False,False
0512afe3-4cc4-4b01-82df-caee56e82b4d,,589baf35-626d-4581-9a9f-b15e60f6fc84,,,,,,,,,,,,,,0.0,False,False,False,False,False,False,False,False,False,False,False,False
b5ac8d4d-7c3f-4698-9948-6885ac08892a,False,d156ac75-0402-4b7f-8140-1272cc620366,"April 03, 2023",atmosphere,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,andy,0.0,False,False,False,False,False,False,False,False,False,False,False,False
c44e9e14-ff8b-4a5c-b633-d4e040aa8362,False,2615935b-9f1d-4181-bfd7-cc492b5e16f1,test date,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,False,False,False,False,False,False,False,False,False,False,False,False
21bf8d65-522f-4309-a018-ac4321ea303a,False,496c556c-124e-45ed-a9a6-5630502257b2,"April 03, 2023",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,False,False,False,False,False,False,False,False,False,False,False,False
f3aea85b-1bd9-46d1-80a5-40afd9015996,False,1be322d1-88b8-45b8-9605-9ab95c5aecc5,"April 03, 2023",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,False,False,False,False,False,False,False,False,False,False,False,False
feb58162-e0fc-42f6-8152-2b76934cafee,False,fd3429c1-e6df-4d09-a9f1-3fa297a0e8ca,"April 03, 2023",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,False,False,False,False,False,False,False,False,False,False,False,False
259949ed-f608-42d5-908f-b2f4b1d5e723,False,e4f53ff0-5c81-4497-ac4e-15fcba0f1fa5,"April 04, 2023",price,7.0,4.0,7.0,8.0,0.0,5.0,6.0,7.0,9.0,5.0,andy,0.0,False,False,False,False,False,False,False,False,False,False,False,False
c67d245e-015e-4579-921f-6f5d5bc48b2b,False,866ef4d9-669f-4bab-ade2-1af9da1a0065,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False
7dd90ff2-4e5e-4eeb-8682-11ce9d7c78e9,False,cf5c45aa-aaf6-4ac0-ba85-8cdb27e4d276,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,True,False,False,False,True,False,False,False,False,False,True
e651b353-c985-4b65-beb8-813403c1d03e,False,1b258b22-a853-4d64-947e-5ef4ade978be,2023-05-21,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,False,True,False,True,False,False,False,True,False,True
27d14c5f-18ea-4404-8e0e-56341b67664f,False,5cf4aec7-51e4-4bc0-acc2-b8042ab0363e,2023-05-21,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,False,False,False,False,False,False,False,False,False,False
8c36b097-b59e-4516-8ba1-2a225c2855b6,False,02d0238e-4c9e-4b8b-a3d7-75932572cd2b,2023-05-21,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,False,False,False,True,False,False,False,False,False,False
65e3d3c0-e584-4fa5-a28b-11625ad24b82,False,540826ee-31c9-4644-bbbd-b3ef0d47b08b,2023-05-21,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,True,True,False,False,False,True,True,False,False,False,False,True
4d31f1af-b3e4-4cc2-ba6b-155f468e50fd,False,4b35c570-5afd-4f2d-a3f4-5d994a7e76e4,2023-05-22,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,True,False,False,False,False,False,False,False,False,False,True
e5a00109-76be-4541-a158-0bb9668210f5,False,f39db520-b94f-49a5-8c56-e1afad69483d,2023-05-22,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,True,False,False,False,False,False,False,False,False,False,False
0f7b00cc-35e4-4f44-8c5f-75fca6ac2011,False,b56ea09d-51ac-4357-a345-6389f4d75a6a,2023-05-29,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,False,False,False,False,False,False,False,False,False,False
4927c6a4-d267-4770-b6a4-d9991e319211,False,f3ad7f79-4a69-4305-a451-f04c8a7ccbba,2023-05-30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,True,True,False,False,True,False,False,False,False,False,False
